,id,city,country,latitude,longitude,curr_weather,temperature,min_temperature,max_temperature,pressure,humidity%,visibility,cloudiness,wind_speed
0,3374210,sao filipe,São Filipe,14.8961,-24.4956,Clear,70.97,70.97,70.97,1015,74,10000,6,14.0
1,1014653,burgersdorp,Burgersdorp,-30.9977,26.3286,Clouds,67.1,67.1,67.1,1014,62,10000,55,7.2
2,4020109,atuona,Atuona,-9.8,-139.0333,Clouds,78.76,78.76,78.76,1013,79,10000,80,20.47
3,6201424,mataura,Mataura,-46.1927,168.8643,Clear,59.49,59.49,59.49,1023,74,10000,10,1.12
4,3430443,necochea,Necochea,-38.5473,-58.7368,Clouds,78.04,78.04,78.04,1007,43,10000,35,13.69
5,2075265,busselton,Busselton,-33.65,115.3333,Clouds,67.05,67.05,68.09,1012,80,10000,100,15.14
6,3689458,astrea,Astrea,9.4983,-73.9759,Clouds,100.81,100.81,100.81,1004,22,10000,14,1.32
7,2206939,bluff,Bluff,-46.6,168.3333,Clouds,59.81,59.81,59.81,1023,84,10000,23,4.99
8,3833367,ushuaia,Ushuaia,-54.8,-68.3,Clouds,56.86,56.86,56.86,997,67,10000,75,21.85
9,4032243,vaini,Vaini,-21.2,-175.2,Clouds,84.36,84.36,84.36,1004,84,10000,75,9.22
10,3893726,constitucion,Constitución,-35.3333,-72.4167,Clouds,66.33,66.33,66.33,1016,73,10000,12,8.19
11,2112802,hasaki,Hasaki,35.7333,140.8333,Clear,27.0,19.69,27.0,1020,43,10000,4,9.48
12,3832899,viedma,Viedma,-40.8135,-62.9967,Rain,61.92,61.92,61.92,995,82,10000,99,35.86
13,3389321,santa rita,Santa Rita,-7.1139,-34.9781,Clouds,83.07,83.07,83.07,1012,74,10000,40,10.36
14,2264557,ponta do sol,Ponta do Sol,32.6667,-17.1,Rain,61.74,60.71,64.06,1021,72,10000,31,11.68
15,1519580,saryozek,Saryozek,44.3583,77.9753,Clouds,22.55,22.55,22.55,1030,76,10000,13,4.34
16,2128025,shizunai,Shizunai-furukawachō,42.3339,142.3669,Clouds,28.78,28.78,28.78,1009,80,10000,80,18.68
17,3652764,puerto ayora,Puerto Ayora,-0.7393,-90.3518,Clouds,87.76,87.76,87.76,1010,71,10000,66,10.76
18,5557293,sitka,Sitka,57.0531,-135.33,Clouds,42.69,42.69,42.69,1026,70,10000,75,0.0
19,3874787,punta arenas,Punta Arenas,-53.15,-70.9167,Clouds,66.31,66.11,66.31,999,48,10000,40,17.27
20,3440777,rocha,Rocha,-34.4833,-54.3333,Clouds,68.54,68.54,68.54,1012,93,10000,100,8.48
21,5866583,kodiak,Saint Paul Harbor,57.79,-152.4072,Mist,44.11,44.11,44.11,1003,81,3219,100,12.66
22,3403687,camocim,Camocim,-2.9022,-40.8411,Clouds,82.49,82.49,82.49,1009,75,10000,100,17.22
23,2037252,genhe,Genhe,50.7833,121.5167,Clouds,-3.44,-3.44,-3.44,1017,100,3682,100,2.37
24,2092164,lorengau,Lorengau,-2.0226,147.2712,Clouds,79.02,79.02,79.02,1008,79,10000,100,2.39
25,3366880,hermanus,Hermanus,-34.4187,19.2345,Clouds,70.81,70.81,73.9,1017,86,10000,97,11.56
26,2165478,gladstone,Gladstone,-23.85,151.25,Clouds,76.93,76.93,76.93,1004,78,10000,40,4.61
27,1819729,victoria,Hong Kong,22.2855,114.1577,Clouds,55.81,51.76,58.24,1023,80,10000,22,3.0
28,934322,mahebourg,Mahébourg,-20.4081,57.7,Clouds,77.29,76.24,77.29,1013,83,10000,40,3.44
29,1692364,puro,Puro,12.4841,123.3827,Clouds,77.41,77.41,77.41,1013,81,10000,92,14.94
30,724111,moldava nad bodvou,Moldava nad Bodvou,48.6143,20.9996,Clear,36.5,30.72,40.48,1020,67,10000,0,6.91
31,1673820,kaohsiung,Kaohsiung City,22.6163,120.3133,Clouds,60.91,51.89,61.03,1022,85,7000,75,2.3
32,3695466,la union,La Unión,-5.4,-80.75,Clouds,83.68,83.68,83.68,1009,49,10000,16,17.65
33,1735106,georgetown,George Town,5.4112,100.3354,Rain,77.05,76.95,78.73,1009,81,7000,20,8.05
34,1627877,sembakung,Sembakung,3.8167,117.25,Clouds,76.93,76.93,76.93,1011,99,10000,87,2.62
35,2155415,new norfolk,New Norfolk,-42.7826,147.0587,Clouds,55.9,53.89,57.65,1022,69,10000,100,1.01
36,964432,port alfred,Port Alfred,-33.5906,26.891,Clouds,74.39,74.39,74.39,1015,87,10000,12,20.6
37,5106841,albany,Albany,42.6001,-73.9662,Clouds,26.22,23.54,31.62,1028,40,10000,31,1.01
38,4513583,hamilton,Hamilton,39.1834,-84.5333,Haze,35.53,33.21,39.04,1022,80,10000,100,9.22
39,2017155,saskylakh,Saskylakh,71.9167,114.0833,Clouds,-13.25,-13.25,-13.25,1015,96,10000,100,5.06
40,5563839,fortuna,Fortuna,40.5982,-124.1573,Clear,52.9,48.54,57.42,1026,56,10000,0,12.66
41,2013894,ust-ordynskiy,Ust'-Ordynskiy,52.805,104.7508,Clouds,10.24,10.24,10.24,1034,100,5948,96,3.09
42,935214,saint-pierre,Saint-Pierre,-21.3393,55.4781,Clear,76.51,75.18,76.68,1012,88,10000,0,3.44
43,2274275,robertsport,Robertsport,6.7533,-11.3686,Clouds,81.09,81.09,81.09,1011,83,10000,100,8.97
44,5882953,aklavik,Aklavik,68.2191,-135.0107,Clouds,6.8,5.72,7.63,1020,78,10000,75,5.75
45,456506,priekule,Priekule,56.4468,21.5897,Clouds,42.12,42.12,42.19,1003,71,10000,100,17.4
46,4030556,rikitea,Rikitea,-23.1203,-134.9692,Rain,78.62,78.62,78.62,1018,72,10000,62,5.64
47,642455,pietarsaari,Pedersore,63.65,22.6833,Clouds,33.15,31.89,33.93,987,85,10000,100,1.99
48,2067119,mandurah,Mandurah,-32.55,115.7,Clouds,67.24,64.9,70.21,1010,75,10000,100,10.74
49,2022572,khatanga,Khatanga,71.9667,102.5,Clouds,-19.52,-19.52,-19.52,1017,100,10000,93,6.15
50,218680,boende,Boende,-0.2167,20.8667,Clouds,71.37,71.37,71.37,1012,94,10000,92,1.95
51,10722858,svetlogorsk,Forsytheganj,52.6333,29.7333,Clouds,34.45,34.45,34.45,1022,82,10000,100,8.19
52,2121385,severo-kurilsk,Severo-Kuril'sk,50.6789,156.125,Clouds,26.38,26.38,26.38,984,70,10000,94,29.08
53,3466704,castro,Castro,-24.7911,-50.0119,Clouds,76.14,76.14,76.14,1013,75,10000,46,3.18
54,2514651,los llanos de aridane,Los Llanos de Aridane,28.6585,-17.9182,Clouds,60.12,60.12,60.55,1018,85,10000,75,13.8
55,770293,jaslo,Jasło,49.7451,21.4725,Clouds,38.41,34.47,42.58,1014,69,10000,87,20.58
56,2122574,ola,Ola,59.5833,151.2833,Clouds,-2.81,-2.81,-2.81,986,85,10000,95,7.14
57,2122090,pevek,Pevek,69.7008,170.3133,Clouds,-14.71,-14.71,-14.71,1004,94,7369,100,1.5
58,3421193,paamiut,Paamiut,61.994,-49.6678,Clouds,-4.58,-4.58,-4.58,991,95,10000,100,19.33
59,135423,shahrud,Shahrud,36.4182,54.9763,Clear,45.95,45.95,45.95,1022,61,10000,1,3.42
60,779261,kjollefjord,Kjøllefjord,70.9457,27.3465,Clouds,28.24,28.18,28.45,971,74,10000,75,14.97
61,364027,wagar,Wagar,16.1525,36.2032,Clouds,80.65,80.65,80.65,1011,9,10000,92,13.06
62,6096551,pangnirtung,Pangnirtung,66.1451,-65.7125,Clouds,-23.8,-23.8,-23.8,1009,69,4828,100,0.0
63,2304548,anloga,Anloga,5.7947,0.8973,Clouds,80.82,80.82,80.82,1011,83,10000,18,7.2
64,761546,poniatowa,Poniatowa,51.1798,22.1309,Clouds,38.5,36.91,40.15,1015,69,10000,100,16.04
65,638936,rovaniemi,Rovaniemi,66.5,25.7167,Clouds,29.61,29.61,29.61,980,93,10000,75,16.11
66,5122534,jamestown,Jamestown,42.097,-79.2353,Clouds,30.43,23.34,33.3,1024,43,10000,100,6.91
67,546105,nikolskoye,Nikolskoye,59.7035,30.7861,Clouds,35.46,34.72,36.88,1008,86,10000,100,13.87
68,1006984,east london,East London,-33.0153,27.9116,Clouds,74.98,74.98,74.98,1016,81,10000,35,16.67
69,6170031,tuktoyaktuk,Tuktoyaktuk,69.4541,-133.0374,Clouds,-14.8,-14.8,-14.8,1020,70,10000,20,5.75
70,2156404,mudgee,Mudgee,-32.5943,149.5871,Clouds,69.84,67.62,69.85,1014,88,10000,100,5.75
71,2686162,oskarshamn,Oskarshamn,57.2645,16.4484,Clouds,40.98,38.97,40.98,994,86,10000,100,13.94
72,3523828,luis gil perez,Luis Gil Pérez,17.8667,-93.05,Clouds,87.76,87.76,87.91,1012,69,10000,74,3.24
73,3355672,luderitz,Lüderitz,-26.6481,15.1594,Clear,71.55,71.55,71.55,1013,58,10000,0,21.56
74,2070998,geraldton,Geraldton,-28.7667,114.6,Clouds,73.81,73.81,73.81,1009,88,10000,100,9.22
75,214575,kampene,Kampene,-3.6,26.6667,Clouds,66.7,66.7,66.7,1014,99,10000,89,1.9
76,60019,eyl,Eyl,7.9803,49.8164,Clouds,76.69,76.69,76.69,1014,76,10000,85,10.04
77,2169535,dalby,Dalby,-27.1833,151.2667,Rain,70.18,70.18,70.18,1008,91,10000,100,17.49
78,3831208,qaanaaq,Qaanaaq,77.484,-69.3632,Clouds,-15.25,-15.25,-15.25,1012,61,10000,73,7.02
79,3374083,bathsheba,Bathsheba,13.2167,-59.5167,Clouds,79.41,79.41,79.41,1012,78,10000,40,16.11
80,2400547,gamba,Gamba,-2.65,10.0,Clouds,79.79,79.79,79.79,1011,83,10000,100,1.79
81,1736405,jertih,Jertih,5.7336,102.4897,Rain,78.67,78.67,78.67,1011,96,917,100,8.37
82,2618795,klaksvik,Klaksvík,62.2266,-6.589,Clouds,34.72,34.72,34.72,998,59,10000,100,30.36
83,4726521,san patricio,San Patricio,28.017,-97.5169,Clouds,47.68,44.44,50.09,1018,68,10000,100,6.04
84,4163318,mango,Mango,27.9797,-82.3065,Clouds,83.41,72.86,89.06,1021,55,10000,40,8.05
85,2180063,waiouru,Waiouru,-39.4833,175.6667,Clouds,56.86,56.86,56.86,1021,55,10000,11,3.76
86,3369157,cape town,Cape Town,-33.9258,18.4232,Clear,68.05,67.1,68.88,1016,85,10000,0,17.27
87,2138555,poum,Poum,-20.2333,164.0167,Clouds,81.73,81.73,81.73,1007,77,10000,100,12.35
88,3984997,san quintin,San Quintín,30.4833,-115.95,Clear,55.44,55.44,55.44,1023,36,10000,0,10.76
89,935215,saint-philippe,Saint-Philippe,-21.3585,55.7679,Clouds,76.15,75.11,76.59,1014,89,10000,100,9.95
90,3424607,tasiilaq,Tasiilaq,65.6145,-37.6368,Clouds,21.36,21.36,21.36,1002,83,10000,100,18.21
91,1082243,ambilobe,Ambilobe,-13.2,49.05,Rain,75.33,75.33,75.33,1013,93,10000,33,3.44
92,1701054,marawi,Marawi,7.9986,124.2928,Clouds,64.65,64.65,64.65,1013,95,10000,100,1.03
93,3385899,tutoia,Tutóia,-2.7619,-42.2744,Clouds,84.18,84.18,84.18,1009,84,10000,74,10.83
94,3421765,nanortalik,Nanortalik,60.1432,-45.2371,Clouds,18.54,18.54,18.54,980,85,10000,100,20.04
95,3471451,arraial do cabo,Arraial do Cabo,-22.9661,-42.0278,Clouds,80.46,80.46,80.56,1014,83,10000,20,10.36
96,3466165,cidreira,Cidreira,-30.1811,-50.2056,Clouds,76.44,76.44,76.44,1013,75,10000,72,16.22
97,2094342,kavieng,Kavieng,-2.5744,150.7967,Clouds,81.27,81.27,81.27,1007,77,10000,100,7.99
98,543246,kozhva,Kozhva,65.1073,57.0459,Clouds,7.11,7.11,7.11,1012,97,10000,89,7.65
99,932960,werda,Werda,-25.2667,23.2833,Clouds,83.28,83.28,83.28,1010,26,10000,83,3.65
100,608270,shubarshi,Shubarshi,48.5872,57.1869,Clouds,29.95,29.95,29.95,1028,88,10000,96,6.06
101,3430863,mar del plata,Mar del Plata,-38.0023,-57.5575,Clouds,65.88,65.88,68.02,1008,100,10000,40,8.05
102,2141305,fayaoue,Fayaoué,-20.65,166.5333,Clouds,80.85,80.85,80.85,1008,76,10000,89,9.19
103,3372707,ribeira grande,Ribeira Grande,38.5167,-28.7,Clouds,57.6,57.6,57.6,1032,62,10000,75,6.91
104,1282256,hithadhoo,Hithadhoo,-0.6,73.0833,Clear,82.11,82.11,82.11,1010,70,10000,1,9.06
105,4033557,tautira,Tautira,-17.7333,-149.15,Rain,86.02,86.0,86.02,1015,77,10000,90,14.47
106,2208248,kaitangata,Kaitangata,-46.2817,169.8464,Clear,57.16,57.16,57.16,1023,71,10000,3,1.97
107,5848280,kapaa,Kapaa,22.0752,-159.319,Clear,78.85,78.12,80.58,1021,66,10000,0,6.91
108,1786060,yuanping,Yuanping,38.7153,112.7575,Clouds,30.31,30.31,30.31,1025,61,10000,65,2.8
109,2063036,port lincoln,Port Lincoln,-34.7333,135.8667,Clouds,63.18,63.18,63.18,1019,80,10000,17,18.5
110,540761,kropotkin,Kropotkin,45.4375,40.5756,Clouds,50.04,50.04,50.04,1015,63,10000,100,9.51
111,777019,vardo,Vardø,70.3705,31.1107,Clouds,26.58,24.55,28.6,973,80,10000,40,8.05
112,286245,sur,Sur,22.5667,59.5289,Clouds,71.85,71.85,71.85,1016,62,10000,48,7.7
113,5746545,portland,Portland,45.5234,-122.6762,Clouds,38.12,35.2,42.21,1031,73,10000,75,7.0
114,64814,bandarbeyla,Bandarbeyla,9.4942,50.8122,Clear,76.6,76.6,76.6,1014,77,10000,10,12.68
115,4035715,avarua,Avarua,-21.2078,-159.775,Clouds,84.25,84.25,84.25,1012,74,10000,20,16.11
116,516588,nyrob,Nyrob,60.733,56.7202,Clouds,0.18,0.18,0.18,1021,100,3670,99,2.21
117,1634614,nabire,Nabire,-3.3667,135.4833,Clouds,74.62,74.62,74.62,1010,93,10000,100,1.05
118,4031574,provideniya,Provideniya,64.3833,-173.3,Snow,25.48,25.48,25.48,993,95,197,100,15.97
119,1160571,khash,Khāsh,28.2211,61.2158,Clear,54.54,54.54,54.54,1018,34,10000,1,4.23
120,5880054,barrow,Barrow,71.2906,-156.7887,Clear,-11.18,-11.18,-11.18,1022,70,10000,0,13.8
121,3836277,santa fe,Santa Fe,-31.6333,-60.7,Clouds,82.02,82.02,82.02,1008,62,10000,15,1.99
122,2171099,codrington,Codrington,-38.2667,141.9667,Clouds,60.42,60.42,60.42,1022,70,10000,100,14.92
123,2055868,yantal,Yantal',56.8471,105.2542,Clouds,10.24,10.24,10.24,1027,99,608,98,3.49
124,1639304,kualakapuas,Kualakapuas,-3.0091,114.3876,Clouds,75.36,75.36,75.36,1010,97,10000,100,1.77
125,2015306,tiksi,Tiksi,71.6872,128.8694,Clouds,-2.49,-2.49,-2.49,1011,100,1332,100,4.03
126,4160812,key west,Key West,24.5557,-81.7826,Clear,80.87,78.01,84.2,1020,70,10000,0,17.27
127,3664716,canutama,Canutama,-6.5339,-64.3831,Rain,80.89,80.89,80.89,1006,87,10000,80,3.38
128,2122104,petropavlovsk-kamchatskiy,Petropavlovsk-Kamchatskiy,53.0452,158.6483,Clear,5.59,4.78,5.59,976,78,10000,0,8.95
129,2180815,tuatapere,Tuatapere,-46.1333,167.6833,Clouds,59.83,59.83,59.83,1022,80,10000,15,2.19
130,6254930,palestina,Palestine,31.9216,35.2033,Clouds,46.54,43.47,47.93,1013,85,10000,42,14.03
131,1490256,talnakh,Talnakh,69.4865,88.3972,Clouds,-5.15,-5.15,-5.15,1013,84,10000,100,9.44
132,3421719,narsaq,Narsaq,60.9167,-46.05,Clouds,5.22,5.22,5.22,982,86,10000,100,2.73
133,6355222,yulara,Yulara,-25.2406,130.9889,Clear,75.04,75.04,75.04,1013,35,10000,0,9.22
134,5855927,hilo,Hilo,19.7297,-155.09,Clouds,78.28,74.8,80.33,1021,67,10000,20,9.22
135,2012530,zhigansk,Zhigansk,66.7697,123.3711,Clouds,0.63,0.63,0.63,1008,96,455,100,12.12
136,2065594,mount isa,Mount Isa,-20.7333,139.5,Clouds,65.97,65.97,65.97,1007,59,10000,18,0.0
137,1254046,tura,Tura,25.5198,90.2201,Rain,59.74,59.74,59.74,1016,70,10000,76,3.69
138,4033543,teahupoo,Teahupoo,-17.8333,-149.2667,Rain,80.56,80.53,80.56,1015,77,10000,73,14.79
139,933995,souillac,Souillac,-20.5167,57.5167,Clouds,77.38,76.35,77.38,1013,83,10000,40,3.44
140,3459352,ladario,Ladário,-19.0047,-57.6017,Clouds,89.89,89.89,91.49,1008,58,10000,40,8.05
141,3466980,caravelas,Caravelas,-17.7125,-39.2481,Clear,79.92,79.92,79.92,1013,78,10000,3,6.4
142,986717,kruisfontein,Kruisfontein,-34.0033,24.7314,Clouds,73.89,73.89,73.89,1015,97,10000,51,7.07
143,2729907,longyearbyen,Longyearbyen,78.2186,15.6401,Clouds,-14.96,-14.96,-14.96,992,70,10000,20,11.5
144,2026708,bichura,Bichura,50.5881,107.6022,Clouds,6.42,6.42,6.42,1032,97,10000,98,3.69
145,2177069,ballina,Ballina,-28.8667,153.5667,Clouds,75.47,72.95,76.96,1011,87,10000,100,12.66
146,3418910,upernavik,Upernavik,72.7868,-56.1549,Clouds,-30.1,-30.1,-30.1,1007,99,7254,96,10.92
147,1786538,yining,Yining,29.0361,114.5636,Clear,37.99,37.99,37.99,1028,92,10000,6,0.09
148,556268,ostrovnoy,Ostrovnoy,68.0531,39.5131,Clouds,28.31,28.31,28.31,979,86,10000,100,23.06
149,515879,oktyabrskiy,Oktyabr'skiy,54.4815,53.471,Clouds,18.93,18.93,18.93,1026,97,10000,97,3.8
150,2272491,zwedru,Zwedru,6.0667,-8.1281,Clouds,78.4,78.4,78.4,1011,76,10000,39,4.85
151,525426,sobolevo,Sobolevo,54.4299,31.8996,Clouds,33.42,33.42,33.42,1022,80,10000,100,12.53
152,1581047,ha tinh,Ha Tinh,18.3333,105.9,Clouds,57.24,57.24,57.24,1022,83,10000,100,4.18
153,3671519,puerto carreno,Puerto Carreño,6.189,-67.4859,Clouds,93.18,93.18,93.18,1006,43,10000,40,10.36
154,3394023,natal,Natal,-5.795,-35.2094,Clouds,84.42,83.05,84.42,1010,74,10000,20,13.8
155,2126199,cherskiy,Cherskiy,68.75,161.3,Snow,-12.51,-12.51,-12.51,998,94,242,100,2.24
156,1015776,bredasdorp,Bredasdorp,-34.5322,20.0403,Clouds,69.12,69.12,70.29,1017,83,10000,100,4.61
157,4031637,lavrentiya,Lavrentiya,65.5833,-171.0,Snow,28.02,28.02,28.02,996,97,140,100,13.11
158,934649,cap malheureux,Cap Malheureux,-19.9842,57.6142,Clouds,76.46,76.46,77.49,1013,86,10000,100,9.78
159,2527087,tiznit,Tiznit Province,29.5833,-9.5,Clouds,65.28,65.28,65.28,1015,43,10000,95,5.19
160,1277836,bahadurganj,Bahādurganj,26.2667,87.8167,Clouds,65.5,65.5,65.5,1015,52,10000,63,8.77
161,3386177,trairi,Trairi,-3.2778,-39.2689,Clouds,80.76,80.76,80.76,1010,78,10000,12,9.57
162,2121025,srednekolymsk,Srednekolymsk,67.45,153.6833,Clouds,-13.34,-13.34,-13.34,1000,89,10000,100,6.2
163,5905393,bonavista,Bonavista,48.6499,-53.1147,Snow,19.4,19.4,24.12,1007,77,10000,100,30.67
164,6165406,thompson,Thompson,55.7435,-97.8558,Clear,6.96,6.96,6.96,1026,43,10000,0,9.22
165,4977125,rumford,Rumford,44.5537,-70.5509,Clouds,24.78,22.12,28.24,1032,33,10000,33,6.91
166,2163355,hobart,Hobart,-42.8794,147.3294,Clouds,56.03,54.23,58.01,1020,86,10000,100,11.5
167,5364271,laguna,Laguna,38.421,-121.4238,Clear,55.89,51.78,60.22,1026,37,10000,0,3.0
168,2126710,beringovskiy,Beringovskiy,63.05,179.3167,Snow,30.99,30.99,30.99,990,98,662,100,9.01
169,1488933,turinsk,Turinsk,58.0458,63.696,Clouds,18.23,18.23,18.23,1019,95,10000,87,5.28
170,1060007,marolambo,Marolambo,-20.05,48.1167,Rain,72.28,72.28,72.28,1012,98,10000,100,1.39
171,6167817,torbay,Torbay,47.6666,-52.7314,Clouds,22.39,21.27,23.58,1006,64,10000,40,35.68
172,2013921,ust-kuyga,Ust-Kuyga,70.0167,135.6,Clouds,-3.19,-3.19,-3.19,1009,98,2637,100,6.6
173,2630299,hofn,Hofn,64.2539,-15.2082,Clouds,23.14,23.14,23.14,1008,69,10000,67,17.16
174,1083239,ambatofinandrahana,Ambatofinandrahana,-20.55,46.8,Rain,63.36,63.36,63.36,1015,97,10000,100,2.04
175,3899539,antofagasta,Antofagasta,-23.65,-70.4,Clouds,74.21,67.28,74.21,1013,58,10000,13,9.98
176,3389860,salgueiro,Salgueiro,-8.0742,-39.1192,Clouds,88.84,88.84,88.84,1008,35,10000,52,1.95
177,6137462,saint-augustin,Saint-Augustin,51.226,-58.6502,Clouds,11.08,11.08,11.08,1014,74,10000,100,15.88
178,5391959,san francisco,San Francisco,37.7749,-122.4194,Clouds,55.53,51.19,60.85,1025,49,10000,20,7.0
179,6148373,sioux lookout,Sioux Lookout,50.1001,-91.917,Clear,3.27,3.27,3.58,1031,51,10000,0,4.61
180,709493,dubrovytsya,Dubrovytsya,51.5744,26.565,Clouds,34.48,34.48,34.48,1020,78,10000,50,10.45
181,964420,port elizabeth,Port Elizabeth,-33.918,25.5701,Clouds,73.69,73.69,76.1,1015,94,10000,40,13.8
182,3083955,swinoujscie,Świnoujście,53.9105,14.2471,Clouds,45.12,39.97,49.48,1000,83,7458,75,27.78
183,2381334,atar,Atar,20.5169,-13.0499,Clouds,84.15,84.15,84.15,1012,15,10000,100,5.23
184,1806687,yongan,Yong’an,39.6957,113.6871,Clear,19.24,19.24,19.24,1027,75,10000,1,2.98
185,2318123,yenagoa,Yenagoa,4.9247,6.2642,Clear,81.64,81.64,81.64,1010,79,10000,9,4.59
186,2014573,uglekamensk,Uglekamensk,43.2172,133.2303,Clouds,9.21,9.21,9.21,1020,96,10000,34,2.53
187,2523619,ribera,Ribera,37.4984,13.2642,Clouds,48.43,48.25,52.39,1023,74,10000,100,4.65
188,1150965,ranong,Ranong,9.9658,98.6348,Clouds,74.08,74.08,74.08,1011,87,10000,70,5.19
189,1507116,dudinka,Dudinka,69.4058,86.1778,Clouds,-2.43,-2.43,-2.43,1011,94,10000,96,6.35
190,1805857,jieshi,Jieshi,22.8134,115.8257,Clouds,53.94,53.94,53.94,1025,80,10000,24,16.26
191,2063042,port hedland,Port Hedland,-20.3167,118.5667,Clouds,84.25,84.25,84.25,1004,94,10000,68,9.22
192,184433,nanyuki,Nanyuki,0.0167,37.0728,Clouds,58.55,58.55,58.55,1018,73,10000,100,3.78
193,1162105,zhob,Zhob,31.3411,69.4481,Clear,50.9,50.9,50.9,1017,44,10000,2,6.96
194,3372472,vila franca do campo,Vila Franca do Campo,37.7167,-25.4333,Clouds,58.19,55.81,58.19,1032,69,10000,56,8.03
195,3985710,cabo san lucas,Cabo San Lucas,22.8909,-109.9124,Clear,78.31,74.52,81.61,1012,53,10000,0,4.61
196,5797693,hoquiam,Hoquiam,46.9809,-123.8893,Clear,44.02,37.92,46.44,1030,63,10000,0,10.36
197,5367788,lompoc,Lompoc,34.6391,-120.4579,Clear,57.99,55.92,61.11,1023,42,10000,0,17.27
198,2032614,baruun-urt,Baruun-Urt,46.6806,113.2792,Clouds,7.81,7.81,7.81,1024,86,10000,98,4.23
199,2110227,butaritari,Butaritari,3.0707,172.7902,Clouds,81.82,81.82,81.82,1009,77,10000,98,21.63
200,4031742,egvekinot,Egvekinot,66.3167,-179.1667,Clouds,-1.77,-1.77,-1.77,1000,90,6225,100,14.79
201,1106643,quatre cocos,Quatre Cocos,-20.2078,57.7625,Clouds,76.08,76.08,77.11,1012,83,10000,100,7.72
202,1859964,kaseda,Kaseda-shirakame,31.4167,130.3167,Clear,35.85,35.85,36.63,1027,70,10000,2,12.68
203,6185377,yellowknife,Yellowknife,62.456,-114.3525,Snow,8.42,6.42,10.92,1018,88,10000,100,0.0
204,4035252,lotofaga,Lotofaga,-13.9764,-171.8578,Rain,76.78,76.78,76.78,1008,80,10000,80,18.9
205,2030065,mandalgovi,Mandalgovi,45.7625,106.2708,Clouds,14.22,14.22,14.22,1026,66,10000,100,13.18
206,2158767,mareeba,Mareeba,-17.0,145.4333,Clouds,76.41,74.12,76.44,1007,92,10000,99,2.28
207,2026777,berkakit,Berkakit,56.5807,124.7681,Clouds,3.34,3.34,3.34,1013,99,1594,99,1.43
208,2278158,buchanan,Buchanan,5.8808,-10.0467,Clouds,80.33,80.33,80.33,1011,84,10000,25,7.14
209,110690,faya,Faya,18.3851,42.4509,Clouds,57.72,57.72,60.91,1017,62,10000,19,4.94
210,3894426,coihaique,Coyhaique,-45.5752,-72.0662,Clouds,66.15,66.15,66.81,1008,45,10000,75,8.05
211,3833859,tres arroyos,Tres Arroyos,-38.3739,-60.2798,Clear,79.14,79.14,79.14,1006,29,10000,0,17.74
212,5044290,saint anthony,Saint Anthony,45.0205,-93.218,Snow,10.18,7.32,13.42,1029,75,2414,100,11.5
213,1785655,yunyang,Yunyang,33.4474,112.7142,Clear,38.59,38.59,38.59,1026,71,10000,2,6.85
214,2281120,tabou,Tabou,4.423,-7.3528,Clouds,79.66,79.66,79.66,1012,84,10000,12,5.19
215,3641099,el vigia,El Vigia,8.6219,-71.6506,Clouds,83.91,83.91,83.91,1010,65,10000,94,0.65
216,1637001,biak,Biak,-0.9131,122.8766,Clouds,75.6,75.6,75.6,1010,77,10000,97,3.94
217,6111862,port hardy,Port Hardy,50.6996,-127.4199,Clouds,41.18,41.18,42.76,1030,75,10000,75,4.61
218,2189343,kaeo,Kaeo,-35.1,173.7833,Clouds,69.33,69.33,69.33,1019,89,10000,50,9.73
219,2409215,mattru,Mattru,7.6244,-11.8332,Clouds,79.23,79.23,79.23,1011,79,10000,100,4.47
220,3867427,mayor pablo lagerenza,Mayor Pablo Lagerenza,-19.9309,-60.7718,Clouds,96.69,96.69,96.69,1003,33,10000,72,6.2
221,2138522,poya,Poya,-21.35,165.15,Clouds,80.31,80.31,80.31,1008,80,10000,100,3.44
222,884927,mutoko,Mutoko,-17.397,32.2268,Clear,62.11,62.11,62.11,1015,91,10000,3,2.91
223,935616,le port,Le Port,-20.9373,55.2919,Clouds,76.35,75.51,77.0,1014,88,10000,100,5.97
224,3919968,cochabamba,Cochabamba,-17.3895,-66.1568,Clouds,80.35,80.35,80.35,1017,28,10000,75,14.97
225,2644210,liverpool,Liverpool,53.4106,-2.9779,Clouds,40.17,36.79,42.76,1009,76,10000,20,16.11
226,3448903,sao joao da barra,São João da Barra,-21.6403,-41.0511,Clear,80.69,80.69,80.69,1014,86,10000,0,10.13
227,5802636,mattawa,Mattawa,46.7379,-119.9028,Clouds,32.67,24.71,37.02,1033,59,10000,100,1.43
228,3372964,lagoa,Lagoa,39.05,-27.9833,Clouds,57.24,57.24,57.24,1033,70,10000,29,10.56
229,1651591,amahai,Amahai,-3.3333,128.9167,Clouds,77.36,77.36,77.36,1009,81,10000,100,6.89
230,1811720,enshi,Enshi,30.3,109.4833,Clear,39.15,39.15,39.15,1027,85,10000,6,1.16
231,3581194,san ignacio,San Ignacio,17.1561,-89.0714,Clouds,87.94,87.94,87.94,1013,58,10000,40,9.22
232,5386754,redlands,Redlands,34.0556,-117.1825,Clear,55.72,50.7,60.73,1022,24,10000,0,1.01
233,5851349,nanakuli,Nānākuli,21.3906,-158.1547,Clouds,80.29,78.62,81.03,1021,53,10000,75,9.22
234,934479,grand gaube,Grand Gaube,-20.0064,57.6608,Clouds,76.37,76.37,77.4,1013,86,10000,100,10.16
